Time,control_1,control_2,control_3,control_4
00:00:15.909311,0,0,0,0
00:00:15.913809,-0.00272136417378605,0.00912997921991704,-0.000108221701488614,0
00:00:15.919852,-0.00313450792268845,0.0118148115364214,-8.56649088339856e-05,0
00:00:15.924306,-0.00235164527174898,0.0107662647543417,0.000326982278704699,0
00:00:15.934847,-0.00111721750362791,0.0107223913612236,9.66360081529491e-05,0
00:00:15.939299,-0.00323253505846146,0.0103595164257766,0.000303482391676385,0
00:00:15.949842,-0.00134954788944203,0.00867571239896205,6.63183151948926e-05,0
00:00:15.954295,-0.00169411452234157,0.00862453801054795,1.48498957268538e-05,0
00:00:15.958793,-0.00231107221923403,0.00968792550019191,-2.27923359852416e-05,0
00:00:15.964837,-0.00310978200752387,0.0115920908483723,0.000353386424864095,0
00:00:15.969290,-0.00270014976069143,0.0116671211803686,0.000315990198299774,0
00:00:15.973789,-0.00266493344524615,0.010150936403379,0.000233471543300075,0
00:00:15.979832,-0.00111726295405626,0.00930299568579627,0.000706579943479091,0
00:00:15.984284,-0.00161698234848673,0.00873317185105211,0.000485909787225461,0
00:00:15.990282,-0.000109960118296959,0.00880525184961774,1.20768202324837e-05,0
00:00:15.994827,-0.00151350440079905,0.011158995119561,0.00010631401337622,0
00:00:16.005277,-0.00255410672947776,0.00872996603228751,-0.0006074252090356,0
00:00:16.009822,-0.00411340309625399,0.0100037109487821,1.37203284302827e-05,0
00:00:16.020271,-0.00126302645179651,0.00772729212749446,0.000353620272472855,0
00:00:16.024816,-0.00264256553977206,0.00878716959230213,0.000122763270476812,0
00:00:16.029269,-0.00217184922444649,0.007357879390252,0.000180452529654099,0
00:00:16.035267,-0.00241892998261997,0.00802880365711899,0.000340237690446291,0
00:00:16.039812,-0.00293590278609213,0.0110737174569122,0.000304347559496569,0
00:00:16.050262,-0.00255484841429881,0.00887518138269711,0.000375614674886429,0
00:00:16.054805,-0.00138971589942699,0.0071711401097426,0.000482634646713424,0
00:00:16.065256,-0.00140265970948359,0.010002544554283,0.000595136550892815,0
00:00:16.069800,-0.00193459553727454,0.0100395765610491,0.000725249002094202,0
00:00:16.074252,-0.00208186300908614,0.0107120622586155,0.000285175937750533,0
00:00:16.080251,-0.00248497899593754,0.0100961948049829,0.000381642324617907,0
00:00:16.084796,-0.00220292771879494,0.00948426610067765,0.000252165479377716,0
00:00:16.089248,-0.00146595544137962,0.00879449132839843,5.05141330557063e-05,0
00:00:16.095245,-0.00195467973686753,0.00861232546996326,3.00568205918076e-05,0
00:00:16.099790,-0.0019605380295115,0.00983645545619619,-1.29080659661929e-05,0
00:00:16.110240,-0.00091204334772151,0.00971713620594758,-5.08591163273569e-06,0
00:00:16.119237,-0.0021633923104791,0.00636758328384763,0.000296870885068192,0
00:00:16.123736,-0.00276582663515187,0.00859106200342179,0.000377038968866859,0
00:00:16.128236,-0.00337336630097086,0.0116309355755324,0.000460517839892734,0
00:00:16.132733,-0.00273248995044006,0.0103550468778765,0.000901360186331986,0
00:00:16.137277,-0.00183955829997997,0.010407468321732,0.000771783503354689,0
00:00:16.141729,-0.00236114734256775,0.011356692891857,5.94022047376496e-05,0
00:00:16.146228,-0.0015289833505077,0.00995243906951424,0.000168616089986149,0
00:00:16.156725,-0.00247441066292982,0.00817542417958546,-0.00015120093921969,0
00:00:16.161222,-0.00203419306851296,0.00974940578776461,-0.000236088700910414,0
00:00:16.165721,-0.00211282214944053,0.0105920868616674,7.22334189784167e-05,0
00:00:16.170220,-0.000982799439520947,0.00944893952395911,0.000427737908405374,0
00:00:16.179217,-0.00153833754856178,0.00936272119275134,-0.000251418067686672,0
00:00:16.183715,-0.00147601680250486,0.0088466999830905,0.000228472622852094,0
00:00:16.194211,-0.00238647711394642,0.0095105344701649,0.000150729559184575,0
00:00:16.198709,-0.00291324002999573,0.0111685915968606,-6.16414532664792e-05,0
00:00:16.203208,-0.00229395012934996,0.0105549963457069,-0.000219436446612056,0
00:00:16.207706,-0.00146538860368052,0.0109640182910495,-0.000435490455844412,0
00:00:16.212251,-0.00158763076096265,0.0095244184931782,-4.06725814082638e-05,0
00:00:16.216703,-0.00234661432208272,0.00914877595646034,2.65007391846627e-05,0
00:00:16.227246,-0.00173457755966255,0.0102387755196555,0.000245060021674827,0
00:00:16.231698,-0.00211050136226913,0.00923994226861317,0.000195004951331175,0
00:00:16.236197,-0.00207041138109216,0.00864566730073876,0.00049528672276658,0
00:00:16.240695,-0.00216343205549037,0.0112505796540457,0.000166812419612296,0
00:00:16.251191,-0.00293772958529824,0.00888803943025246,-0.000458346292512797,0
00:00:16.255690,-0.00251409629838951,0.00974369997750189,2.70764205407198e-05,0
00:00:16.260189,-0.00284734217509367,0.00857345162459763,-0.0001751856210468,0
00:00:16.266186,-0.00145950851232543,0.00878458926441394,-2.69476765109986e-05,0
00:00:16.270684,-0.00175017796998814,0.00910815307750051,-0.000101816019581144,0
00:00:16.281181,-0.00202127637438283,0.0108752975293639,9.69843189140886e-05,0
00:00:16.285679,-0.00229131019996278,0.00968965541606238,0.000194943267645408,0
00:00:16.296176,-0.00209495790217877,0.0100651287610298,-0.000189447688560888,0
00:00:16.300674,-0.00186442651990641,0.010619242855194,-0.000162756956269283,0
00:00:16.305173,-0.00269239582692116,0.00997061396731951,-6.6240674257846e-05,0
00:00:16.311171,-0.00128237086817239,0.00921404378499918,0.000263712304097815,0
00:00:16.315668,-0.000490411162299934,0.00838064541749879,0.000607466066219008,0
00:00:16.320167,-0.00235536227236009,0.00992930964328401,0.000475057077967996,0
00:00:16.326166,-0.00234783786775222,0.00985661366670293,0.000620101754419464,0
00:00:16.330663,-0.00243864982775895,0.00976984890408604,0.000735100894733553,0
00:00:16.341159,-0.00263610152711034,0.00911155561236278,0.000372122295780339,0
00:00:16.351656,-0.00346777745241291,0.00865303405724615,4.44847489657817e-05,0
00:00:16.356155,-0.0022142449192848,0.0109573968677271,-0.000434781362783746,0
00:00:16.366651,-0.00134691544285545,0.00994150875341427,0.000213622258312645,0
00:00:16.371149,-0.00201739112893881,0.0101883618325245,0.000216652428254408,0
00:00:16.375648,-0.00152768579691216,0.0105912135975441,-0.000132587620212572,0
00:00:16.381646,-0.00156907851280799,0.00990406177026845,-1.38965272898634e-05,0
00:00:16.386145,-0.00302900603525953,0.00744181281624915,0.000240268090011705,0
00:00:16.396640,-0.0024980569791743,0.00907280938083373,2.06411805031484e-05,0
00:00:16.401140,-0.00253970871938134,0.0098758687997436,0.000121392180464737,0
00:00:16.411636,-0.00264388720594182,0.0111971174627643,-0.000112946281083527,0
00:00:16.416133,-0.00173179476068971,0.010534490130213,-0.000301964149139083,0
00:00:16.420632,-0.00321022593915619,0.00790902197505482,-9.833303753738e-05,0
00:00:16.426631,-0.00264788022612267,0.00978278474750324,-9.67706259580798e-05,0
00:00:16.431128,-0.00139751190607527,0.0103401423727676,7.27686690477862e-05,0
00:00:16.435627,-0.00249083636784827,0.0109065612415537,0.000302477252545334,0
00:00:16.441626,-0.00280332324602072,0.00814449515447191,0.000250434710802365,0
00:00:16.446123,-0.00167224082577231,0.00859859672257243,-0.000177986917706064,0
00:00:16.456620,-0.00194049318273681,0.00982115174981591,-2.93606420546816e-05,0
00:00:16.465617,-0.00217654725713677,0.00890021640195011,8.90946908282915e-05,0.0112259013173491
00:00:16.470115,-0.00232883105326675,0.00907157969000454,0.000160376748698615,0.0242346934974194
00:00:16.474662,-0.000658373675310741,0.00986990130512501,0.000324452560877374,0.0242346934974194
00:00:16.479112,-0.00202118994022573,0.0110953721917172,-0.000185366766688633,0.0242346934974194
00:00:16.483612,-0.00172263249213579,0.0099172126161928,-0.000572704782627487,0.0242346934974194
00:00:16.488109,-0.000879983611928623,0.00858954214584015,-0.00024984130491777,0.0242346934974194
00:00:16.492608,-0.00224674290171158,0.0096385872414182,0.000281276839478392,0.0367713001408526
00:00:16.503103,-0.00310969545761636,0.0101790669618686,0.000459911398119903,0.0369897969067097
00:00:16.507602,-0.0017235127534994,0.0106204773328934,0.000310830967958589,0.0369897969067097
00:00:16.512149,-0.00242875665890236,0.0103650388234956,0.000258964104160485,0.0445679604702241
00:00:16.516598,-0.00289232312689838,0.00920774393141509,0.000514824328774162,0.0484693869948387
00:00:16.525596,-0.00174779966257815,0.0105632285572494,0.000611287951761631,0.0484693869948387
00:00:16.530094,-0.00296767338395755,0.0121111009766807,4.90451541519458e-05,0.0484693869948387
00:00:16.540591,-0.00204085431821444,0.00874047461701052,0.000127179083057427,0.0548469386994839
00:00:16.545088,-0.00180426283559013,0.00904015170160526,-8.17111978954451e-05,0.0548469386994839
00:00:16.549634,-0.00223642581540349,0.00968704012311614,-3.83210505359475e-06,0.0548469386994839
00:00:16.554086,-0.00259294970262045,0.00818203531133571,0.000132949862359119,0.0548469386994839
00:00:16.563084,-0.00137689267816604,0.00892666815769705,0.000262358160552484,0.0548469386994839
00:00:16.567582,-0.00207326041993172,0.00984071037947466,0.000121021296678835,0.0548469386994839
00:00:16.578078,-0.000755082506171684,0.00765940425935928,7.9633289103552e-05,0.0548469386994839
00:00:16.582576,-0.00134655639354048,0.00852955634640737,0.000673462138338456,0.0548469386994839
00:00:16.587120,-0.00303305323569425,0.0106117615954205,0.000625135622587408,0.0548469386994839
00:00:16.597571,-0.00368762903671454,0.00936974177915796,0.000192892550326321,0.0548469386994839
00:00:16.602115,-0.00297691337891769,0.00877683483143681,0.000507476068876019,0.0548469386994839
00:00:16.606567,-0.00160015602515336,0.00977085281307594,0.00037532807029585,0.0548469386994839
00:00:16.612566,-0.00180925904843819,0.0112859844100984,0.000200938995205997,0.0548469386994839
00:00:16.617111,-0.00196406006085886,0.0110241541102288,0.000113065584723194,0.0548469386994839
00:00:16.627561,-0.00148115218750292,0.00872336407594474,-0.000415705912302256,0.0548469386994839
